"id" "region" "type_city" "type_school" "fund1" "fund2" "fund3" "fund4" "info1" "info2" "info3" "requirement1" "requirement2" "valuation1" "valuation2" "exchange" "culture" "intercultural_experiences" "foreign_languages" "gender1" "gender2" "soc_eco_disadvantage" "num_grade" "computer_stud" "connection" "portable" "whiteboards" "projectors" "computer_teac" "teach_f1" "teach_p1" "teach_f2" "teach_p2" "teach_f3" "teach_p3" "teach_f4" "teach_p4" "teach_f5" "teach_p5" "class" "left" "language_lessons" "help1" "help2" "help3"
"310" 38000313 "Sardegna" "small town" 0 80 10 0 10 "disagree" "strongly disagree" "agree" "never" "sometimes" "mandatory" "no" 1 1 0 1 102 73 20 45 5 5 5 10 2 2 13 2 13 2 0 0 13 2 1 1 "21-25 students" 3 1 0 0 0
"311" 38000314 "Italy" "town" 0 62 10 0 28 "disagree" "strongly disagree" "disagree" "never" "always" "mandatory" "no" 1 1 1 1 190 185 15 70 50 50 10 4 4 6 85 5 65 0 15 0 69 0 1 0 "15 students or fewer" 10 0 0 1 0
"312" 38000315 "Toscana" "town" 0 32 24 2 42 "agree" "disagree" "agree" "sometimes" "always" "mandatory" "school initiative" 1 1 1 1 894 116 4 221 150 150 0 10 50 10 164 32 152 32 NA NA 138 32 1 1 "16-20 students" 1 1 0 0 1
"313" 38000316 "Toscana" "town" 0 50 15 0 35 "disagree" "disagree" "agree" "always" "sometimes" "mandatory" "no" 1 1 1 1 212 625 7 178 40 40 0 18 4 4 89 40 75 14 88 40 NA 1 1 NA "16-20 students" 0 1 0 0 1
"314" 38000317 "Bolzano" "town" 0 93 3 NA 4 "strongly agree" "agree" "strongly agree" "never" "never" "mandatory" "mandatory" 1 1 1 1 323 139 3 94 100 100 5 1 38 13 45 24 42 16 0 0 45 21 0 0 NA 1 1 1 1 1
"315" 38000318 "Trento" "small town" 0 100 0 0 0 "agree" "agree" "disagree" "always" "always" "mandatory" "mandatory" 0 1 1 1 391 317 32 97 50 50 20 40 40 15 60 35 50 29 40 20 30 30 1 0 "21-25 students" 2 1 1 1 NA
"316" 38000319 "Italy" "town" 0 80 20 0 0 "agree" "disagree" "strongly agree" "sometimes" "sometimes" "mandatory" "mandatory" 1 1 0 0 240 328 34 65 40 40 12 27 30 13 94 1 80 NA 85 NA 85 NA 5 NA "16-20 students" 10 1 0 0 0
"317" 38000320 "Toscana" "city" 0 20 20 60 0 "agree" "disagree" "agree" "sometimes" "always" "mandatory" "no" 0 0 0 0 1700 300 2 430 80 80 10 12 80 90 195 12 160 12 0 0 150 12 2 0 "26-30 students" 1 1 0 0 0
"318" 38000321 "Toscana" "town" 0 30 70 0 0 "disagree" "strongly disagree" "disagree" "always" "never" "mandatory" "no" 1 0 0 1 238 724 1 189 90 90 10 6 10 8 NA NA NA NA NA NA NA NA NA NA "21-25 students" 0 0 0 0 1
"319" 38000322 "Sardegna" "town" 0 NA NA NA NA "disagree" "agree" "disagree" "sometimes" "always" "mandatory" "no" 0 1 1 1 NA NA 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "21-25 students" NA 1 0 0 0
"320" 38000323 "Sardegna" "small town" 0 80 10 0 10 "agree" "disagree" "agree" "never" "sometimes" "school initiative" "no" 1 1 1 1 219 160 19 75 15 15 8 28 28 2 36 13 1 4 4 3 32 10 0 0 "16-20 students" 3 1 0 1 0
"321" 38000324 "Trento" "city" 1 100 0 0 0 "disagree" "agree" "disagree" "never" "always" "school initiative" "no" 0 1 1 1 587 3 4 160 55 25 5 20 24 12 NA NA NA NA NA NA NA NA NA NA "16-20 students" 5 0 0 0 0
"322" 38000325 "Italy" "city" 1 8 92 0 0 "disagree" "agree" "strongly disagree" "always" "always" "mandatory" "mandatory" 1 0 1 1 57 66 0 23 13 13 0 5 2 5 12 6 NA 4 NA NA NA NA 0 NA "21-25 students" 0 0 1 1 1
"323" 38000326 "Trento" "small town" 0 80 10 0 10 "agree" "disagree" "agree" "never" "never" "mandatory" "mandatory" 1 0 1 1 245 681 2 191 50 50 50 50 50 50 90 30 NA NA 0 NA NA NA 20 NA "16-20 students" NA 1 1 1 0
"324" 38000327 "Italy" "town" 0 21 54 8 17 "strongly agree" "disagree" "agree" "sometimes" "always" "mandatory" "mandatory" 1 0 1 1 1094 233 3 290 100 100 50 80 80 200 157 8 125 NA 0 NA 137 NA NA NA "21-25 students" 10 1 1 0 0
"325" 38000328 "Trento" "village" 1 NA NA NA NA "strongly agree" "agree" "agree" "sometimes" "sometimes" "mandatory" "no" 0 1 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "21-25 students" 3 0 1 1 1
"326" 38000329 "Italy" "town" 0 32 68 0 0 "disagree" "disagree" "disagree" "always" "always" "school initiative" "mandatory" 1 1 0 0 628 1487 2 448 120 120 0 84 70 92 132 32 132 25 0 0 132 32 5 0 "21-25 students" 1 1 1 1 1
"327" 38000330 "Italy" "town" 0 33 NA NA 67 "agree" "disagree" "strongly disagree" "never" "never" "school initiative" "mandatory" 0 1 1 1 158 142 50 111 42 42 16 18 2 60 50 2 50 2 50 2 50 2 2 0 "16-20 students" 1 1 1 1 0
"328" 38000331 "Italy" "small town" 0 18 82 0 0 "agree" "agree" "strongly disagree" "sometimes" "never" "no" "no" 1 0 1 1 507 662 3 217 100 100 30 15 15 15 73 25 73 23 0 0 73 25 5 0 "21-25 students" 0 1 1 0 1
"329" 38000332 "Bolzano" "village" 0 70 20 NA 10 "agree" "agree" "strongly disagree" "never" "never" "mandatory" "mandatory" 1 0 0 1 200 60 12 70 30 30 8 8 4 40 40 30 NA NA NA NA NA NA NA NA "15 students or fewer" 2 1 1 0 1
"330" 38000333 "Italy" "town" 0 43 0 0 57 "agree" "disagree" "disagree" NA "always" "school initiative" "no" 1 0 1 1 369 788 10 224 30 30 NA 6 3 40 94 15 NA NA 0 0 NA 15 NA 4 "26-30 students" NA 1 1 0 1
"331" 38000334 "Italy" "city" 1 100 0 0 0 "strongly agree" "agree" "agree" "always" "sometimes" "mandatory" "no" 1 1 0 1 279 71 5 116 160 160 30 30 30 40 22 14 9 0 3 1 10 8 0 0 "21-25 students" 4 0 1 0 1
"332" 38000335 "Bolzano" "city" 0 96 2 0 2 "disagree" "agree" "agree" "never" "sometimes" "school initiative" "mandatory" 1 1 1 1 178 671 94 166 50 50 10 2 45 20 78 42 63 21 28 14 2 15 47 5 "21-25 students" 1 1 1 1 1
"333" 38000336 "Sardegna" "small town" 0 60 10 0 30 "agree" "disagree" "disagree" "always" "sometimes" "school initiative" "no" 1 1 1 1 320 281 25 105 50 NA 20 32 35 7 110 NA 100 NA 0 NA 100 NA 5 NA "16-20 students" NA 0 1 1 0
"334" 38000337 "Toscana" "small town" 0 50 13 1 36 "agree" "disagree" "agree" "always" "always" "mandatory" "school initiative" 1 1 0 1 388 796 5 281 55 55 9 11 5 7 120 23 108 5 7 2 117 20 0 0 "21-25 students" 3 1 1 1 1
"335" 38000338 "Italy" "city" 0 24 72 4 0 "strongly agree" "agree" "agree" "always" "sometimes" "mandatory" "no" 1 1 1 1 511 630 0 249 65 65 5 55 55 20 79 34 71 24 79 21 79 20 5 2 "21-25 students" 5 1 0 0 1
"336" 38000339 "Toscana" "town" 1 3 97 NA NA "agree" "disagree" "agree" "always" "always" "mandatory" "school initiative" 1 0 0 1 18 11 10 4 20 20 3 2 1 11 11 NA 2 NA 0 NA 11 NA 0 NA "15 students or fewer" 0 1 1 0 0
"337" 38000340 "Trento" "village" 1 100 0 0 0 "agree" "agree" "agree" "never" "sometimes" "school initiative" "school initiative" 0 1 0 1 135 36 15 56 40 40 10 10 10 8 18 6 10 5 8 0 10 6 0 0 "46-50 students" 8 0 0 1 0
"338" 38000341 "Bolzano" "city" 0 100 0 0 0 "strongly disagree" "agree" "agree" "never" "always" "school initiative" "no" 1 1 0 1 19 45 10 20 22 22 1 1 5 25 14 7 12 5 13 0 0 0 1 0 "16-20 students" NA 1 1 1 0
"339" 38000342 "Italy" "town" 0 58 14 0 28 "agree" "disagree" "disagree" "sometimes" "always" "mandatory" "mandatory" 1 1 1 1 1231 1023 0 532 50 50 30 77 77 77 161 0 161 0 161 0 140 0 10 0 "26-30 students" 0 1 0 1 1
"340" 38000343 "Italy" "town" 0 34 18 0 48 "agree" "agree" "agree" "never" "always" "mandatory" "mandatory" 1 1 1 1 372 350 12 140 55 55 0 6 6 3 110 4 NA 0 10 1 74 0 0 0 "21-25 students" 0 1 0 0 1
"341" 38000344 "Italy" "city" 0 59 39 2 NA "strongly agree" "agree" "disagree" "never" "never" "mandatory" "mandatory" 0 1 0 1 583 494 5 237 100 100 25 46 3 12 82 2 82 2 0 0 82 2 0 0 "21-25 students" NA 1 1 0 1
"342" 38000345 "Italy" "small town" 0 35 4 0 61 "agree" "disagree" "agree" "always" "always" "mandatory" "mandatory" 1 1 1 1 260 355 2 133 90 90 20 35 35 32 54 9 54 5 NA 4 NA NA 1 NA "21-25 students" NA 1 0 0 1
"343" 38000346 "Bolzano" "small town" 0 85 15 NA NA "disagree" "disagree" "strongly disagree" "never" "always" "school initiative" "mandatory" 1 1 1 1 382 495 2 57 60 60 10 1 18 10 74 47 64 42 70 45 NA NA 3 0 "21-25 students" 1 1 1 1 0
"344" 38000347 "Italy" "town" 0 70 10 0 20 "strongly agree" "agree" "agree" "never" "always" "school initiative" "mandatory" 1 0 0 1 560 443 1 232 150 150 10 30 3 18 149 NA 149 NA NA NA NA NA NA NA "21-25 students" NA 1 1 NA NA
"345" 38000348 "Trento" "town" 1 40 60 NA NA "strongly agree" "agree" "agree" "sometimes" "always" "school initiative" "school initiative" 0 1 0 1 73 117 5 40 40 40 20 13 13 20 14 12 10 5 NA NA 5 8 NA NA "16-20 students" 5 1 1 1 0
"346" 38000349 "Bolzano" "city" 0 98 1 0 1 "disagree" "agree" "disagree" "never" "always" "school initiative" "mandatory" 1 1 1 1 30 155 8 40 3 3 0 1 5 8 12 14 9 11 0 0 10 8 1 0 "16-20 students" NA 1 1 1 1
"347" 38000350 "Sardegna" "small town" 0 89 11 0 0 "disagree" "disagree" "disagree" "always" "sometimes" "school initiative" "school initiative" 1 0 0 0 324 476 NA 166 140 140 0 9 3 4 110 NA 110 NA 102 NA NA NA NA NA "21-25 students" NA 1 0 0 0
"348" 38000351 "Italy" "village" 0 50 40 0 10 "agree" "agree" "agree" "always" "always" "school initiative" "school initiative" 0 1 1 1 266 265 25 111 54 54 7 27 2 15 72 17 72 17 61 12 60 5 1 0 "21-25 students" 1 1 0 1 1
"349" 38000352 "Italy" "city" 0 NA NA NA NA "agree" NA NA "always" "always" "mandatory" "mandatory" 1 0 1 1 NA NA NA NA 75 75 25 NA NA NA 49 10 49 3 NA NA 49 10 3 0 "26-30 students" 0 0 0 0 1
"350" 38000353 "Trento" "small town" 0 88 0 2 10 "agree" "agree" "agree" "sometimes" "always" "mandatory" "no" 1 1 0 1 334 504 6 161 50 NA NA 44 46 15 69 30 69 20 NA 3 67 27 2 NA "21-25 students" NA 1 0 0 0
"351" 38000354 "Italy" "city" 0 28 10 NA 62 "agree" "disagree" "disagree" "always" "always" "mandatory" "no" 1 1 0 1 737 899 0 357 25 25 NA 22 25 25 133 NA 133 NA 133 NA 20 NA 10 NA "26-30 students" 0 1 0 0 0
"352" 38000355 "Italy" "large city" 1 0 100 0 0 "agree" "strongly agree" "agree" "never" "always" "school initiative" "no" 1 1 1 1 243 192 4 57 12 12 0 15 4 16 24 10 19 3 24 10 24 10 3 1 "more than 50 students" 0 1 1 0 0
"353" 38000356 "Italy" "large city" 0 70 0 3 27 "strongly agree" "agree" "strongly agree" "always" "always" "mandatory" "mandatory" 1 1 1 1 340 372 3 171 147 147 19 10 10 152 112 35 112 35 2 2 100 0 7 0 "21-25 students" 0 1 1 1 1
"354" 38000357 "Sardegna" "town" 0 90 10 0 0 "agree" "disagree" "agree" NA NA "no" "no" NA NA 0 0 475 401 25 NA 50 50 0 55 55 55 NA 4 NA NA NA NA NA NA NA NA "16-20 students" 0 0 0 0 0
"355" 38000358 "Italy" "city" 0 90 1 0 9 "strongly agree" "agree" "strongly disagree" "always" "always" "mandatory" "mandatory" 1 1 1 1 552 410 NA 250 100 100 5 40 40 100 90 6 86 6 0 0 90 6 5 5 "21-25 students" NA 0 1 0 1
"356" 38000359 "Sardegna" "city" 0 30 20 17 33 "disagree" "agree" "disagree" "never" "sometimes" "mandatory" "no" 1 0 0 1 260 551 10 176 40 40 20 40 40 40 107 18 107 18 107 18 107 18 4 0 "21-25 students" 1 1 0 0 0
"357" 38000360 "Italy" "town" 0 35 30 5 30 "agree" "agree" "strongly agree" "always" "always" "mandatory" "no" 1 1 1 1 596 589 NA 261 50 50 50 50 50 10 112 6 103 6 7 0 85 5 9 0 "26-30 students" NA 1 1 1 1
"358" 38000361 "Sardegna" "city" 0 86 9 0 5 "strongly agree" "disagree" "agree" "never" "never" "school initiative" "no" 1 1 0 1 199 1221 1 306 90 75 25 63 3 58 130 2 130 NA 130 NA 30 NA 0 NA "21-25 students" 1 1 1 0 0
"359" 38000362 "Trento" "town" 0 95 1 0 4 "strongly agree" "agree" "agree" "always" "always" "mandatory" "no" 1 1 1 1 235 229 5 82 52 52 0 24 6 12 55 26 54 15 0 0 1 5 1 0 "21-25 students" 0 1 1 1 0
"360" 38000363 "Bolzano" "village" 0 100 0 0 0 "strongly agree" "agree" "agree" "never" "sometimes" "mandatory" "mandatory" 0 1 1 1 42 38 NA 15 20 20 0 0 8 25 15 4 4 4 NA 2 NA 2 0 0 "15 students or fewer" NA 1 0 0 0
"361" 38000364 "Bolzano" "city" 0 100 NA NA NA "agree" "disagree" "disagree" "never" "always" "school initiative" "mandatory" 0 1 0 1 131 317 14 80 90 90 20 12 10 10 37 3 34 2 0 0 36 3 0 0 "21-25 students" 4 1 1 0 0
"362" 38000365 "Italy" "small town" 0 20 76 0 4 "agree" "agree" "disagree" "always" "always" "mandatory" "mandatory" 1 1 0 1 397 802 3 210 100 90 40 56 15 30 130 20 NA NA 10 NA 5 NA 10 NA "16-20 students" NA 1 1 1 1
"363" 38000366 "Italy" "town" 0 25 32 11 32 "strongly agree" "strongly disagree" "strongly disagree" "never" "never" "mandatory" "no" 1 0 1 1 399 346 3 149 120 120 50 40 10 70 58 6 NA NA NA NA NA NA 5 NA "21-25 students" NA 0 1 0 1
"364" 38000367 "Italy" "small town" 0 54 46 NA NA "agree" "agree" "agree" "sometimes" "always" "mandatory" "mandatory" 1 0 1 1 694 555 NA 262 77 77 16 19 10 66 179 8 48 NA 0 NA 139 NA 0 NA "21-25 students" NA 1 0 0 0
"365" 38000368 "Toscana" "city" 0 60 NA 11 29 "agree" "agree" "agree" "always" "sometimes" "no" "no" 1 1 0 1 608 1202 8 385 80 80 20 30 40 200 155 23 145 4 0 0 155 23 0 0 "26-30 students" 2 1 1 0 0
"366" 38000369 "Toscana" "town" 0 20 79 1 0 "strongly agree" "disagree" "agree" "always" "sometimes" "mandatory" "no" 1 1 1 1 575 342 20 213 290 290 115 40 9 181 149 32 142 23 NA NA NA NA NA NA "21-25 students" NA 1 1 0 0
"367" 38000370 "Sardegna" "small town" 0 68 29 0 3 "strongly disagree" "disagree" "strongly disagree" "always" "always" "mandatory" "no" 0 1 0 1 233 149 80 81 40 18 0 16 2 3 67 29 38 8 0 0 NA 6 2 0 "21-25 students" NA 0 1 0 0
"368" 38000371 "Toscana" "town" 0 80 20 0 0 "agree" "agree" "agree" "never" "always" "no" "mandatory" 1 1 0 0 542 597 4 231 110 110 5 10 3 6 193 5 102 1 3 0 180 5 0 0 "21-25 students" 15 0 0 0 1
"369" 38000373 "Bolzano" "town" 0 100 NA NA NA "strongly agree" "disagree" "disagree" "never" "always" "mandatory" "no" 0 0 1 1 268 321 66 94 150 NA 0 0 40 12 50 25 39 16 0 1 22 7 0 0 "16-20 students" 11 1 1 0 0
"370" 38000374 "Italy" "town" 0 70 10 3 17 "agree" "disagree" "disagree" "always" "always" "mandatory" "mandatory" 1 1 0 1 283 300 20 79 70 70 10 20 5 10 100 0 90 0 95 0 95 0 15 0 "16-20 students" 3 0 0 0 1
"371" 38000376 "Italy" "town" 0 99 1 NA NA "disagree" "agree" "strongly disagree" "sometimes" "always" "school initiative" "no" 0 1 0 1 71 15 30 30 30 30 30 4 1 15 4 10 0 2 1 10 1 8 0 0 "21-25 students" 3 0 1 1 0
"372" 38000377 "Sardegna" "town" 0 50 10 NA 40 "strongly agree" "disagree" "agree" "never" "always" "school initiative" "school initiative" 1 1 1 1 674 235 34 222 130 130 0 40 3 40 110 8 NA NA NA NA NA NA NA NA "16-20 students" 20 1 0 0 0
"373" 38000378 "Italy" "town" 0 18 74 0 8 "agree" "disagree" "agree" "always" "always" "mandatory" "school initiative" 0 1 1 1 212 169 1 381 90 90 30 50 50 97 83 14 78 4 NA NA NA NA 2 NA "21-25 students" NA 1 1 1 1
"374" 38000379 "Toscana" "town" 0 40 60 0 0 "agree" "strongly disagree" "strongly disagree" "sometimes" "never" "mandatory" "school initiative" 0 0 0 1 430 545 2 227 40 40 0 10 30 10 81 5 81 5 3 0 NA 5 5 0 "26-30 students" NA 0 1 0 0
"375" 38000380 "Sardegna" "small town" 0 45 35 5 15 "strongly agree" "strongly agree" "strongly disagree" "always" "always" "school initiative" "school initiative" 0 1 1 1 253 404 5 131 50 50 8 38 43 8 77 NA 52 NA 35 NA 9 NA 8 NA "16-20 students" 1 1 1 1 1
"376" 38000381 "Toscana" "town" 0 24 66 0 10 "agree" "disagree" "disagree" "never" "sometimes" "mandatory" "mandatory" 1 1 1 1 433 385 0 174 52 52 3 15 6 7 88 7 NA 0 0 0 88 7 5 0 "21-25 students" 0 1 0 0 0
"377" 38000382 "Bolzano" "small town" 0 97 3 NA NA "strongly disagree" "disagree" "agree" "never" "never" "school initiative" "mandatory" 1 0 0 1 3 104 30 29 29 24 5 0 6 24 8 22 8 17 5 17 3 5 NA NA "21-25 students" NA 0 0 1 1
"378" 38000383 "Toscana" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"379" 38000384 "Trento" "small town" 1 50 50 NA NA "agree" "agree" "agree" "always" "sometimes" "school initiative" "no" 1 1 0 1 200 261 NA 66 50 50 4 0 20 10 51 10 45 8 5 0 46 10 1 0 "21-25 students" NA 1 1 0 0
"380" 38000385 "Toscana" "village" 0 75 19 2 4 "disagree" "disagree" "strongly disagree" "never" "always" "mandatory" "mandatory" 0 1 0 1 199 343 6 109 30 30 30 29 2 5 43 20 39 12 0 0 4 8 0 0 "21-25 students" 1 1 0 0 0
"381" 38000386 "Sardegna" "city" 0 97 1 NA 2 "agree" "disagree" "agree" "never" "never" "school initiative" "mandatory" 1 1 1 1 591 521 1 222 46 46 0 52 54 56 96 4 NA NA 96 NA 96 NA 2 NA "16-20 students" NA 1 0 0 0
"382" 38000387 "Italy" "town" 0 95 5 0 0 "agree" "disagree" "agree" "always" "always" "mandatory" "mandatory" 1 0 1 1 510 198 NA 124 350 350 50 35 15 70 140 0 140 NA 2 NA 126 NA 10 NA "16-20 students" NA 1 0 0 0
"383" 38000388 "Bolzano" "small town" 0 100 NA NA NA "disagree" "disagree" "disagree" "never" "never" "school initiative" "mandatory" 0 1 1 1 247 10 71 124 80 60 20 0 15 10 46 21 31 10 1 1 13 14 0 0 "16-20 students" NA 1 1 0 0
"384" 38000389 "Italy" "town" 0 73 12 0 15 "disagree" "disagree" "disagree" "never" "always" "mandatory" "no" 1 1 1 1 318 733 1 201 150 150 0 51 2 20 105 5 100 5 100 5 10 0 2 0 "21-25 students" 6 1 0 0 0
"385" 38000390 "Italy" "town" 0 90 0 8 2 "strongly agree" "agree" "agree" "always" "always" "school initiative" "mandatory" 1 0 0 1 892 503 4 252 100 100 0 63 64 20 118 39 104 20 118 31 0 0 0 0 "21-25 students" NA 1 1 0 1
"386" 38000391 "Italy" "small town" 0 56 0 14 30 "strongly agree" "disagree" "strongly disagree" "always" "never" "school initiative" "mandatory" 1 0 0 1 720 693 3 142 72 72 60 6 6 54 146 35 NA 6 66 6 5 0 0 0 "21-25 students" 0 0 0 0 0
"387" 38000392 "Italy" "small town" 0 70 10 0 20 "agree" "disagree" "agree" "sometimes" "always" "school initiative" "mandatory" 1 0 1 1 350 339 0 129 55 55 10 20 20 15 116 12 97 NA 12 NA 97 NA 7 NA "16-20 students" 0 1 0 0 1
"388" 38000393 "Toscana" "town" 0 61 26 NA 13 NA "disagree" "disagree" "always" "sometimes" "mandatory" "mandatory" 1 1 1 1 374 832 NA 262 128 128 48 4 7 20 NA NA NA NA NA NA NA NA NA NA "21-25 students" 1 1 NA 1 1
"389" 38000394 "Sardegna" "small town" 0 100 NA NA NA "disagree" "disagree" "strongly disagree" "always" "always" "school initiative" "mandatory" 1 1 1 1 178 145 30 90 80 40 80 18 3 8 45 1 40 NA 43 NA NA NA NA NA "15 students or fewer" NA 1 NA 1 1
"390" 38000395 "Italy" "small town" 0 100 0 0 0 "strongly disagree" "agree" "disagree" "always" "sometimes" "school initiative" "mandatory" 1 1 1 1 123 125 10 83 24 24 10 2 12 15 44 0 44 0 0 0 44 0 0 0 "21-25 students" 0 0 0 0 1
"391" 38000396 "Sardegna" "town" 0 45 12 0 43 "agree" "agree" "agree" "always" "always" "school initiative" "mandatory" 0 1 0 1 821 127 30 177 60 60 0 45 50 10 120 NA 105 NA 1 NA 97 NA 5 NA "21-25 students" 5 0 1 0 0
"392" 38000397 "Italy" "large city" 0 50 30 0 20 "strongly agree" "agree" "agree" "never" "sometimes" "school initiative" "mandatory" 1 1 NA NA 395 272 20 154 80 80 30 30 30 32 55 5 55 5 0 0 55 5 5 NA "21-25 students" NA 1 0 0 1
"393" 38000398 "Italy" "small town" 0 80 10 0 10 "agree" "agree" "strongly disagree" "always" "always" "school initiative" "mandatory" 1 1 1 1 357 342 60 60 15 15 15 30 2 35 NA 72 NA 68 NA 12 NA 60 NA 3 "16-20 students" 0 0 0 0 1
"394" 38000399 "Toscana" "town" 0 27 71 0 2 "disagree" "disagree" "strongly disagree" "always" "always" "mandatory" "mandatory" 1 0 1 1 345 471 20 176 40 40 40 30 30 40 61 6 41 NA 5 NA NA NA 6 NA "21-25 students" 0 1 0 1 1
"395" 38000400 "Italy" "town" 0 18 40 28 14 "strongly agree" "agree" "agree" "always" "always" "mandatory" "mandatory" 1 0 1 1 341 474 NA 180 33 33 33 40 41 4 79 12 79 11 0 0 79 12 0 0 "21-25 students" NA 1 0 0 0
"396" 38000401 "Bolzano" "small town" 0 93 0 0 7 "strongly agree" "agree" "agree" "sometimes" "always" "mandatory" "mandatory" 1 1 1 1 185 182 11 78 180 180 10 1 25 30 50 15 43 NA NA NA NA 5 NA NA "15 students or fewer" NA 1 1 1 1
"397" 38000402 "Italy" "town" 0 70 24 0 6 "disagree" "disagree" "disagree" "always" "sometimes" "mandatory" "school initiative" 1 1 0 1 180 718 3 158 80 80 10 4 10 12 88 8 80 4 85 8 6 3 0 0 "26-30 students" 1 1 1 1 0
"398" 38000403 "Sardegna" "town" 1 0 100 0 0 "disagree" "agree" "agree" "never" "always" "no" "no" 0 0 0 1 55 23 10 12 15 15 15 4 9 10 13 1 0 0 12 0 4 0 1 0 "15 students or fewer" NA 0 1 0 0
"399" 38000404 "Italy" "town" 0 25 65 5 5 "disagree" "agree" "agree" "always" "never" "mandatory" "mandatory" 1 1 0 1 357 473 3 176 110 110 20 10 36 5 85 20 71 5 82 17 22 13 15 6 "21-25 students" 5 1 0 0 1
"400" 38000405 "Italy" "city" 0 80 10 0 10 "agree" "agree" "agree" "sometimes" "sometimes" "mandatory" "mandatory" 1 0 NA 1 NA NA 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "26-30 students" 3 0 1 0 1
"401" 38000406 "Trento" "village" 0 70 10 5 15 "strongly agree" "disagree" "strongly agree" "always" "sometimes" "school initiative" "mandatory" 1 1 1 1 143 181 0 80 120 NA 25 23 18 140 48 18 35 11 46 12 10 2 0 2 "16-20 students" 2 1 1 1 1
"402" 38000407 "Italy" "small town" 0 18 1 0 81 "agree" "agree" "strongly disagree" "always" "always" "school initiative" "mandatory" 1 1 1 1 57 17 NA 13 22 22 22 3 1 22 21 4 19 1 0 3 0 0 2 0 "15 students or fewer" NA 1 1 1 1
"403" 38000408 "Italy" "town" 0 28 59 0 13 "strongly agree" "disagree" "agree" "sometimes" "always" "mandatory" "school initiative" 1 1 0 1 1266 157 15 310 90 90 10 60 10 15 153 25 153 25 20 0 133 25 5 2 "21-25 students" 1 1 1 0 1
"404" 38000409 "Sardegna" "city" 0 42 41 12 5 "disagree" "agree" "disagree" "always" "always" "school initiative" "no" 1 0 1 1 297 537 10 179 70 70 20 32 36 5 144 25 125 10 9 0 120 25 10 0 "16-20 students" 5 0 1 1 1
"405" 38000410 "Italy" "town" 0 60 35 0 5 "agree" "strongly agree" "agree" "sometimes" "always" "school initiative" "no" 0 1 0 1 846 416 10 203 200 200 50 40 40 50 163 5 NA 3 NA 3 0 0 0 0 "21-25 students" 2 1 1 1 1
"406" 38000411 "Trento" "small town" 0 71 0 24 5 "disagree" "disagree" "agree" "never" "always" "mandatory" "no" 1 0 0 1 80 103 0 183 180 180 180 60 60 6 99 33 84 20 4 5 93 27 2 0 "16-20 students" 0 1 1 0 1
"407" 38000412 "Italy" "small town" 0 40 15 NA 45 "agree" "agree" "agree" "always" "sometimes" "mandatory" "mandatory" 1 1 0 0 150 648 10 178 120 120 30 15 3 120 80 15 80 15 NA 5 80 15 NA NA "21-25 students" 0 1 0 0 0
"408" 38000413 "Italy" "town" 0 35 0 23 42 "disagree" "disagree" "strongly disagree" "always" "never" "mandatory" "mandatory" 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
"409" 38000414 "Sardegna" "small town" 0 65 20 0 15 "strongly agree" "strongly agree" "strongly agree" "always" "always" "mandatory" "no" 0 1 1 1 281 322 28 124 150 150 10 45 50 10 81 19 68 NA 81 1 14 4 1 1 "16-20 students" 1 1 1 0 1
"410" 38000415 "Italy" "large city" 0 80 15 0 5 "disagree" "agree" "disagree" "never" "always" "mandatory" "mandatory" NA 1 1 1 300 577 31 198 50 50 0 3 2 45 88 12 88 12 8 7 80 5 5 2 "21-25 students" 1 1 NA 1 1
"411" 38000416 "Italy" "city" 0 NA NA NA NA "strongly agree" "agree" "strongly disagree" "never" "always" "mandatory" "no" 1 0 1 1 789 711 1 321 330 330 70 3 70 10 67 41 67 41 67 41 0 0 2 0 "21-25 students" NA 0 1 1 0
"412" 38000417 "Italy" "town" 0 8 11 0 81 "agree" "agree" "agree" "always" "always" "mandatory" "school initiative" 1 1 0 1 528 212 5 178 90 90 5 33 10 40 95 12 56 6 72 10 79 3 0 1 "21-25 students" 22 1 0 0 1
"413" 38000418 "Bolzano" "city" 0 93 7 0 0 "agree" "disagree" "disagree" "never" "never" "mandatory" "mandatory" 0 0 0 1 130 18 8 27 60 60 0 8 5 3 15 16 15 15 15 16 0 0 0 0 "15 students or fewer" NA 1 1 1 1
"414" 38000419 "Italy" "small town" 1 75 25 NA NA "agree" "disagree" "agree" "never" "sometimes" "mandatory" "school initiative" 0 0 0 0 236 1 25 59 NA NA NA 1 12 3 19 6 13 5 NA NA 6 1 NA NA "16-20 students" 4 0 1 1 1
"415" 38000420 "Italy" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
