"school_id";"gender";"language";"hisced";"grade_rep";"fear_failure";"belonging";"bullied";"home_poss";"cult_poss";"edu_resources";"family_wealth";"ESCS_status";"teacher_support";"emo_sup";"school_changes";"learn_time_math";"learn_time_read";"learn_time_scie";"math";"read";"scie";"class_size";"stud_teach_ratio";"short_edu_mat";"short_edu_staff";"stu_behav";"teach_behav"
5600246;1;2;4;0;0.5949;-0.4509;-0.7823;-1.01;-1.8696;0.0477;-0.926;-0.9966;1.314;1.0346;1;250;200;550;530.855;604.273;573.56;18;8.3099;0.0574;0.43;-0.0048;0.7083
5600253;1;2;6;1;0.176;0.6678;-0.7823;0.0095;-0.1552;1.1793;0.2949;-0.1502;-1.2781;1.0346;0;200;250;0;450.853;438.716;388.314;18;5.8728;1.2048;0.2633;-0.0048;0.1104
5600253;1;2;6;1;-0.13;-0.77;1.1625;0.1114;-0.4463;-0.5492;0.8531;-0.2873;-1.1481;-0.6576;0;360;360;360;375.549;286.426;320.426;18;5.8728;1.2048;0.2633;-0.0048;0.1104
5600254;0;3;5;0;-0.9823;0.6818;-0.7823;0.5053;0.9533;1.1793;-0.1374;-0.1327;0.4522;1.0346;0;200;200;200;497.45;551.617;553.972;23;13.151;-0.4873;0.6736;0.0753;0.7083
5600254;0;3;6;0;0.052;-0.8484;0.1462;0.4442;1.1392;1.1793;-0.7038;1.1667;0.481;1.0346;1;250;200;150;611.468;688.689;647.695;23;13.151;-0.4873;0.6736;0.0753;0.7083
5600256;1;3;2;1;0.1097;-0.8794;-0.7823;-1.0059;-0.2638;-1.5971;-0.8941;-1.8727;-2.7106;-2.4468;2;70;140;0;452.366;399.003;333.538;13;6.0396;-0.2376;0.3466;1.0435;0.8532
5600256;1;0;4;0;0.1097;0.0348;-0.7823;-0.726;-1.8696;-0.5668;0.0646;-0.8937;1.314;0.2127;1;300;150;500;590.003;529.069;517.81;13;6.0396;-0.2376;0.3466;1.0435;0.8532
5600256;1;3;0;1;1.1911;-0.7941;0.7703;-1.2354;-0.7708;-1.8925;-0.0964;-2.9317;-2.1007;0.2127;1;0;0;0;440.657;314.722;396.402;13;6.0396;-0.2376;0.3466;1.0435;0.8532
5600256;1;1;6;0;-0.687;-0.6659;1.2327;2.6919;1.1392;1.1793;2.4682;1.5299;-0.7074;-0.6576;0;250;200;150;470.213;501.262;514.989;13;6.0396;-0.2376;0.3466;1.0435;0.8532
5600256;1;2;5;0;-1.8939;0.052;0.7294;0.3673;-0.0753;1.1793;0.3928;1.1146;-0.1719;-1.1847;2;275;275;275;396.748;264.382;355.764;13;6.0396;-0.2376;0.3466;1.0435;0.8532
5600256;0;3;1;0;1.8905;2.7249;-0.7823;-1.1894;-0.7708;-0.6853;-0.7792;-2.2878;1.314;0.6364;2;300;200;0;359.567;347.285;448.204;13;6.0396;-0.2376;0.3466;1.0435;0.8532
5600256;1;2;4;0;-1.8939;2.7249;-0.7823;-0.8491;-0.7708;-1.6618;0.1798;-1.1024;1.314;0.2127;1;50;600;0;377.178;442.588;431.718;13;6.0396;-0.2376;0.3466;1.0435;0.8532
5600258;1;2;4;0;0.052;-0.3184;0.2907;0.2119;0.3939;1.1793;-0.0863;-0.7668;0.2485;0.2169;0;200;200;100;519.81;536.531;497.594;18;1.8182;-0.6844;-0.1776;-0.5176;0.1104
5600261;0;3;1;1;-1.1858;0.6818;0.2907;-0.5925;-0.7708;-0.7806;-0.0941;-2.1905;-0.3082;-0.6576;2;250;200;300;465.643;470.594;427.353;23;10.4483;1.4743;0.43;-0.0341;0.1104
5600261;0;1;4;0;-0.3799;-0.4509;-0.7823;0.0355;-0.229;1.1793;-0.1717;0.1476;-1.0628;0.2127;0;250;200;300;553.786;565.454;583.484;23;10.4483;1.4743;0.43;-0.0341;0.1104
