"school_id";"gender";"immigration";"language";"hisced";"grade_rep";"fear_failure";"belonging";"bullied";"home_poss";"cult_poss";"edu_resources";"family_wealth";"ESCS_status";"teacher_support";"emo_sup";"learn_time_math";"learn_time_read";"learn_time_scie";"math";"read";"scie";"class_size";"stud_teach_ratio";"short_edu_mat";"short_edu_staff";"stu_behav";"teach_behav"
44200008;1;1;0;3;0;0.0208;-1.1599;2.07;1.2217;1.182;-0.1357;0.6475;0.6656;-0.6878;-1.5847;200;200;250;571.523;524.946;538.471;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;0;2;2;5;0;1.3423;0.1554;-0.7823;0.6379;-0.0787;0.1806;0.4189;-1.1464;-2.1621;0.0116;200;200;200;565.419;551.056;613.271;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;0;1;0;6;0;-0.1558;-0.5582;-0.7823;0.8246;0.4612;-0.1357;0.8867;1.1228;-2.7106;-0.6576;200;250;200;615.337;666.791;603.692;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;1;3;0;6;0;-1.2792;-0.6679;0.2907;-0.1533;0.3264;-0.1357;-0.5226;0.5251;-1.3583;-1.1869;200;200;200;646.233;651.011;664.485;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;1;2;3;6;0;-0.9823;0.6879;-0.7823;0.6099;1.182;-0.6122;0.021;1.1156;-0.7769;-1.1847;300;200;100;582.521;502.821;512.578;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;0;1;0;6;1;0.855;-0.3086;0.1462;0.5293;1.182;1.1793;-0.2863;-0.5223;-2.1007;-1.4902;200;200;50;495.961;390.192;490.198;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;0;1;0;4;0;-0.687;0.3349;-0.7823;-0.0421;-0.6917;-0.5813;0.584;-0.2013;-0.3172;1.0346;200;200;50;508.172;480.737;505.436;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;0;1;0;6;0;1.3423;0.0485;0.8615;5.4671;1.5766;1.1793;4.501;3.2159;-0.7453;1.0346;220;220;220;521.128;495.902;471.346;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;1;3;3;6;0;-1.8939;0.6879;-0.7823;0.132;-0.0265;-0.5668;0.6591;-0.1157;0.2485;1.0346;165;165;110;433.404;422.763;427.901;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;1;1;0;6;1;1.0671;-0.314;1.1625;3.2966;1.5766;1.1793;2.8647;2.3166;-0.6061;0.5029;440;440;0;383.651;394.967;443.719;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;1;1;0;6;0;-1.8939;-0.0884;-0.7823;-0.1063;0.3649;-1.0527;-0.1391;0.9603;-0.5488;0.3586;200;200;200;601.731;582.205;607.74;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
