"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "school_changes" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav"
"7116" 5600253 0 1 0 0 1 1.0671 -0.3489 -0.7823 0.176 -1.8696 -0.9302 1.5649 -2.1243 -2.7106 -1.5824 0 135 180 45 433.978 493.328 491.38 18 5.8728 1.2048 0.2633 -0.0048 0.1104
"7117" 5600253 0 1 0 5 0 -0.2459 2.7249 0.2907 0.9479 0.7431 0.6763 0.8169 0.0546 1.314 -0.6576 0 150 200 300 529.514 512.499 552.148 18 5.8728 1.2048 0.2633 -0.0048 0.1104
"7118" 5600253 1 1 1 4 0 -1.8939 0.3349 -0.7823 0.561 0.4984 1.1793 0.1794 -0.6303 -1.1481 0.3622 0 200 250 150 567.148 500.773 507.786 18 5.8728 1.2048 0.2633 -0.0048 0.1104
"7119" 5600253 1 1 0 6 0 -0.7592 -0.0358 0.8615 0.4509 0.0232 1.1793 0.403 0.8854 1.314 1.0346 0 250 200 250 474.905 499.865 513.511 18 5.8728 1.2048 0.2633 -0.0048 0.1104
"7120" 5600253 1 1 2 5 0 -0.687 0.1935 -0.7823 0.0804 -1.8696 0.1806 0.6476 0.0011 -0.3172 -0.6576 1 0 0 0 390.113 429.504 429.391 18 5.8728 1.2048 0.2633 -0.0048 0.1104
"7121" 5600253 0 1 0 6 1 -0.687 -0.4415 -0.7823 0.5333 0.6302 1.1793 -0.0509 0.0846 -0.3673 0.6364 1 150 150 300 446.038 491.112 492.778 18 5.8728 1.2048 0.2633 -0.0048 0.1104
"7122" 5600253 1 1 0 4 0 0.052 0.6818 -0.7823 -0.2009 -0.7708 1.1793 -0.0481 -0.3857 0.2148 1.0346 0 0 0 0 379.812 324.111 378.487 18 5.8728 1.2048 0.2633 -0.0048 0.1104
"7123" 5600253 1 1 2 6 1 -0.0845 -1.3565 1.7669 0.518 0.311 -0.6122 0.5996 0.6442 -1.4048 0.2127 1 300 240 300 585.481 505.459 584.889 18 5.8728 1.2048 0.2633 -0.0048 0.1104
"7124" 5600253 1 1 0 6 0 0.8207 -0.3184 0.2907 0.6566 -0.7708 1.1793 0.8493 1.1993 0.2485 0.6402 0 250 200 250 640.829 595.702 633.397 18 5.8728 1.2048 0.2633 -0.0048 0.1104
"7126" 5600253 1 1 0 6 0 -1.4869 0.1935 -0.7823 0.5176 0.2589 0.2646 0.5289 0.5749 -0.0037 -0.6576 1 250 200 250 504.668 508.241 598.157 18 5.8728 1.2048 0.2633 -0.0048 0.1104
"7127" 5600253 0 1 0 6 0 -0.3799 -0.2037 -0.7823 -1.2771 -1.8696 -0.3487 -0.9845 -1.1375 -0.3673 0.2127 0 150 200 300 449.047 465.084 413.941 18 5.8728 1.2048 0.2633 -0.0048 0.1104
"7128" 5600253 1 3 2 6 1 0.176 0.6678 -0.7823 0.0095 -0.1552 1.1793 0.2949 -0.1502 -1.2781 1.0346 0 200 250 0 450.853 438.716 388.314 18 5.8728 1.2048 0.2633 -0.0048 0.1104
"7129" 5600253 0 1 0 6 0 0.8207 -0.6659 0.1462 0.3239 -0.7708 0.1806 0.7964 0.5011 -0.5 -1.0691 0 250 200 200 534.62 656.37 496.157 18 5.8728 1.2048 0.2633 -0.0048 0.1104
"7130" 5600253 1 2 2 6 1 -0.13 -0.77 1.1625 0.1114 -0.4463 -0.5492 0.8531 -0.2873 -1.1481 -0.6576 0 360 360 360 375.549 286.426 320.426 18 5.8728 1.2048 0.2633 -0.0048 0.1104
"7131" 5600254 0 1 0 4 0 -1.8939 0.9683 -0.7823 0.55 -0.1119 -0.6122 1.0822 0.4033 -1.1408 1.0346 0 300 200 400 559.22 557.028 544.11 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7132" 5600254 1 1 0 5 0 -0.3799 -0.3184 -0.7823 -0.0276 -1.8696 -0.9779 1.136 -0.2576 -0.3172 1.0346 0 250 200 300 528.882 507.592 559.298 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7133" 5600254 1 1 0 6 0 -1.8939 0.6818 -0.7823 1.0009 0.4984 1.1793 0.976 0.8682 -0.7074 -1.0657 0 250 200 200 589.547 565.822 546.808 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7134" 5600254 0 1 0 6 0 -0.2006 -0.4509 0.2907 0.0088 -0.5946 -0.4396 0.0743 0.8543 -0.1206 1.0346 0 250 200 150 634.629 699.824 643.24 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7135" 5600254 0 1 0 6 0 1.1911 0.3241 0.2907 0.4637 -0.7097 -0.4396 1.5864 0.8535 1.314 1.0346 1 250 250 300 583.063 606.951 577.689 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7136" 5600254 1 1 0 6 0 -1.8939 0.9683 -0.7823 0.608 -0.0455 -0.1357 1.035 0.9488 -0.2441 -0.6576 0 250 200 250 690.181 680.815 714.685 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7137" 5600254 0 1 0 6 0 1.1911 -1.1206 0.1462 0.4427 -0.1552 1.1793 0.736 1.166 -2.0248 -0.6576 0 250 200 400 541.567 575.259 605.468 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7138" 5600254 1 1 0 6 0 -0.687 -0.5707 1.1928 -0.0085 -0.7708 -0.3487 0.7182 0.7849 -0.6262 -0.6576 0 200 200 200 507.095 442.827 502.057 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7139" 5600254 0 1 0 5 0 -1.8939 0.1935 -0.7823 0.2059 -1.8696 1.1793 0.7566 0.507 0.4522 1.0346 0 200 200 200 525.537 541.008 571.721 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7140" 5600254 0 1 0 6 0 0.052 -0.8548 0.7703 0.8607 1.1392 -0.4396 0.5648 1.2349 0.481 -0.6576 0 200 200 200 469.125 481.205 399.381 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7141" 5600254 0 1 0 6 0 0.052 1.4903 0.8615 2.0019 1.8415 1.1793 1.5649 1.7687 1.314 1.0346 0 250 200 150 632.775 642.758 577.399 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7142" 5600254 1 1 0 5 0 0.052 1.4685 -0.7823 0.8213 1.1392 1.1793 0.1508 0.61 0.039 -0.6576 0 200 200 150 527.602 582.292 541.087 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7143" 5600254 1 1 0 3 0 -0.687 -0.3184 0.2907 0.5223 -0.7708 -0.5089 1.456 -0.5617 1.314 -0.6576 0 250 250 300 614.471 642.762 596.292 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7144" 5600254 0 3 3 5 0 -0.9823 0.6818 -0.7823 0.5053 0.9533 1.1793 -0.1374 -0.1327 0.4522 1.0346 0 200 200 200 497.45 551.617 553.972 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7145" 5600254 0 1 0 6 0 0.4637 -0.0358 -0.7823 1.7595 1.1392 1.1793 1.4213 1.4561 1.314 1.0346 0 250 200 200 591.076 603.814 505.006 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7146" 5600254 1 1 2 6 1 1.8905 -0.6621 -0.7823 0.8336 0.5294 1.1793 0.0555 0.6739 -0.8065 -0.6576 1 250 200 400 510.679 510.594 470.95 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7147" 5600254 1 1 0 6 0 -0.687 -0.0358 -0.7823 0.5719 1.1392 -0.6853 0.0238 0.981 -0.7366 -0.6576 0 200 200 150 636.615 621.158 660.09 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7149" 5600254 1 1 0 6 0 -0.4342 0.2195 0.7703 1.4439 1.3903 1.1793 0.803 1.3026 -0.2023 -0.6576 1 225 180 270 539.263 582.892 638.581 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7150" 5600254 0 1 0 6 0 0.4637 0.6818 -0.7823 1.5387 0.7679 1.1793 2.0073 1.5727 -1.7803 -0.6576 2 250 200 400 552.816 561.033 501.974 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7151" 5600254 0 1 0 6 0 -0.687 -0.77 1.1625 0.0336 -0.7708 1.1793 0.2743 0.4704 -0.7074 -0.6576 0 250 200 400 573.072 532.93 533.074 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7152" 5600254 0 1 0 6 0 -1.1858 0.6818 -0.7823 0.3744 -0.4961 0.1806 0.7538 1.0799 1.314 -0.6576 1 250 200 200 539.483 526.202 511.99 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7153" 5600254 0 2 3 6 0 0.052 -0.8484 0.1462 0.4442 1.1392 1.1793 -0.7038 1.1667 0.481 1.0346 1 250 200 150 611.468 688.689 647.695 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7154" 5600254 1 1 0 6 0 -0.6133 0.3018 0.2907 0.0192 -1.8696 -0.1357 0.7891 0.2157 -0.1931 0.5029 0 250 200 400 593.029 489.521 580.123 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7155" 5600254 1 1 0 4 0 -0.687 -0.0845 -0.7823 0.0351 0.0879 -0.1357 -0.7038 0.2442 0.7628 -1.5824 0 250 200 300 705.722 631.711 717.526 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7156" 5600254 0 1 0 6 0 1.3423 1.4685 -0.7823 0.9095 0.3668 1.1793 1.1071 1.0018 -1.6385 -2.4468 0 250 200 200 547.841 602.99 487.973 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7157" 5600254 0 1 0 6 1 0.1097 -0.3184 -0.7823 0.9952 0.7679 0.1806 1.1873 0.2328 -0.3172 -0.6576 1 250 200 200 578.931 605.712 579.316 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7158" 5600254 0 1 0 5 0 -0.6133 -0.0845 -0.7823 -0.2087 0.1453 -1.0118 -0.1129 0.3284 -0.1206 -0.6576 0 250 250 100 588.733 564.229 552.34 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7159" 5600254 0 1 0 6 0 0.8207 -0.2159 -0.7823 -0.4158 -0.7708 -0.4903 0.1293 0.8579 -1.0628 1.0346 0 200 200 200 560.853 593.676 562.852 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7160" 5600254 0 1 0 6 0 -0.687 -0.0939 -0.7823 0.4954 -0.0455 1.1793 0.5584 0.9212 0.2485 1.0346 1 250 200 400 647.427 703.391 669.099 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7161" 5600254 0 1 0 6 0 -0.2006 -0.3184 0.2907 -0.5524 0.0181 -0.5492 -0.4982 -0.0262 -0.5488 -0.6576 0 250 200 200 580.883 560.016 551.343 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7162" 5600254 1 1 0 6 0 0.8794 0.4766 -0.7823 1.3381 0.7386 1.1793 1.5649 1.4369 -2.0248 1.0346 2 250 150 150 550.415 532.981 543.293 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7163" 5600254 0 1 2 6 1 -0.687 -0.3184 -0.7823 1.638 1.3903 0.1806 1.1026 1.6147 -0.2023 -0.6576 0 200 250 200 486.408 511.539 486.348 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7164" 5600254 1 1 1 6 0 -0.3799 0.0348 -0.7823 0.3538 0.4213 -0.3487 0.1509 1.0072 -1.1481 -0.6576 0 250 200 400 571.741 541.278 561.126 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7165" 5600254 1 1 0 5 0 -0.13 -0.3184 -0.7823 0.4881 0.311 1.1793 0.4545 -0.3587 -0.3673 -0.6576 0 250 200 200 584.859 613.804 624.2 23 13.151 -0.4873 0.6736 0.0753 0.7083
"7166" 5600255 0 1 0 6 0 0.4637 0.3018 0.7294 0.3516 -1.8696 1.1793 1.0119 0.5046 1.314 1.0346 0 150 200 200 562.969 530.581 528.081 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7167" 5600255 0 1 1 6 1 -0.2006 -0.3184 -0.7823 1.6601 1.8415 0.0477 1.0269 1.6812 0.1694 0.3622 1 300 250 400 551.895 386.95 459.246 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7168" 5600255 1 1 0 4 1 -0.687 -0.4415 0.2308 -0.0612 -0.1552 -0.4903 0.0788 -0.3988 -2.0248 -1.0657 1 100 100 0 508.528 468.71 490.484 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7169" 5600255 1 1 1 3 0 -0.13 -0.9331 -0.7823 -0.3822 -0.4882 -0.8243 -0.094 -1.1072 -0.3882 -0.6576 2 240 240 240 432.742 308.941 398.58 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7171" 5600255 1 1 1 4 0 0.1097 -1.186 0.7703 -0.5953 -0.1552 -1.2263 0.1811 -0.4552 1.314 -0.6576 2 100 200 200 614.283 564.765 566.797 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7172" 5600255 1 1 0 6 0 0.4637 -0.5552 -0.7823 -0.5919 -0.7708 -1.0118 -0.4643 0.671 1.314 1.0346 0 150 200 200 568.556 489.674 480.928 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7173" 5600255 1 1 0 4 1 -0.687 -0.2062 -0.7823 0.6869 0.8862 1.1793 0.0807 -0.4128 -0.7074 -0.6576 2 100 100 0 515.791 475.216 438.991 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7174" 5600255 0 1 0 4 1 0.4637 0.0427 0.2907 0.0045 -0.7708 0.0477 0.2625 -0.9435 -2.1621 -0.6576 2 200 250 0 411.516 382.592 451.404 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7175" 5600255 0 1 0 6 1 -0.3799 -0.7564 -0.7823 -0.8545 -0.1552 -0.8243 -0.5402 0.4501 1.314 1.0346 2 100 100 0 442.426 461.223 443.962 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7176" 5600255 0 1 0 6 0 0.4637 -0.9879 -0.7823 0.123 -1.8696 1.1793 0.7255 -0.0648 -1.1077 -0.6576 0 150 200 200 407.401 387.439 392.358 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7177" 5600255 0 1 1 5 0 -1.1858 0.3241 -0.7823 0.6537 0.4713 0.1806 0.754 0.0608 0.0483 -0.6576 1 100 100 300 469.839 337.519 381.809 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7178" 5600255 0 1 0 6 0 -0.7985 1.4903 -0.7823 -0.2219 -0.5946 -0.4903 -0.1468 -0.4036 0.1718 -1.0657 0 150 200 200 459.506 355.5 396.022 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7179" 5600255 0 1 1 5 0 0.052 0.0348 -0.7823 -0.4214 -1.8696 0.0477 0.3029 -0.2419 -0.7366 -1.0657 0 150 200 200 471.583 466.983 516.364 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7180" 5600255 0 1 0 4 0 -0.1748 0.3241 -0.7823 0.9293 0.0558 0.1806 1.2667 0.342 -0.3971 0.2127 2 150 200 200 477.142 552.041 543.771 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7181" 5600255 0 1 0 2 0 1.8905 -0.6632 0.2907 -0.0732 -0.4882 -0.1357 0.194 -1.2592 0.0483 -0.6576 0 100 100 0 422.747 487.909 445.86 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7183" 5600255 0 1 0 4 0 -1.8939 0.6818 -0.7823 -0.8606 -1.8696 -0.7412 -0.2129 -1.1115 -1.2443 1.0346 0 100 100 0 464.947 437.815 460.522 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7184" 5600255 0 1 0 3 1 -1.8939 -0.1562 -0.7823 0.0304 -1.8696 -0.4396 0.963 -0.425 -0.2023 1.0346 1 90 90 90 375.359 387.851 337.071 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7185" 5600255 0 1 1 0 0 -0.687 -0.6693 1.1625 -0.5569 -1.8696 -0.4903 0.1553 -1.5081 -0.3971 -0.6576 0 100 100 0 483.954 475.272 524.14 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7186" 5600255 1 1 1 3 0 -1.109 -1.6079 1.7316 0.1477 -0.893 -0.7806 0.7188 -0.6352 -1.5447 -0.6576 0 100 100 0 519.66 463.093 550.14 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7187" 5600255 0 1 0 4 0 -0.4342 0.6678 -0.7823 0.7969 1.1392 1.1793 0.3231 -0.4032 -0.0037 -0.6576 0 150 200 200 628.166 608.131 595.399 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7188" 5600255 0 1 1 3 0 -1.8939 -0.8611 -0.7823 -0.107 -1.8696 -0.3487 0.7852 -0.828 0.7628 -0.6576 1 100 100 0 451.416 412.02 431.762 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7189" 5600255 0 1 0 4 0 -0.687 0.3241 -0.7823 -0.3577 -0.7708 -0.3487 6e-04 -0.798 -0.1512 -0.6576 1 150 200 200 545.495 634.489 532.996 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7190" 5600255 0 1 1 3 0 -0.687 0.0348 0.1462 -0.2812 -1.8696 0.0477 0.2502 -0.9364 -0.5088 1.0346 0 100 100 0 453.816 375.402 386.846 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7191" 5600255 0 1 0 5 0 -0.687 0.9683 -0.7823 0.9288 0.3982 1.1793 0.5778 0.6237 0.4522 1.0346 1 150 200 200 592.783 519.564 597.905 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7193" 5600255 0 1 1 4 0 -1.8939 0.3241 -0.7823 -0.2108 -0.1552 -0.4903 0.0885 -1.0321 -0.5575 -0.6576 0 150 200 200 493.046 463.116 414.251 18 5.0462 -0.4562 0.6736 0.6877 0.5909
"7194" 5600256 1 1 1 4 1 -0.3799 -0.7654 1.8016 -1.2932 -1.8696 -1.3835 -0.3222 -1.1639 1.314 -0.6576 2 350 350 0 399.518 456.438 429.583 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7195" 5600256 1 1 0 6 1 -1.2792 -0.4173 0.2907 -0.5747 -0.7708 0.1806 -0.531 -0.1511 0.385 -0.6576 1 300 300 300 400.306 309.23 404.518 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7196" 5600256 1 3 3 2 1 0.1097 -0.8794 -0.7823 -1.0059 -0.2638 -1.5971 -0.8941 -1.8727 -2.7106 -2.4468 2 70 140 0 452.366 399.003 333.538 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7198" 5600256 1 3 0 4 0 0.1097 0.0348 -0.7823 -0.726 -1.8696 -0.5668 0.0646 -0.8937 1.314 0.2127 1 300 150 500 590.003 529.069 517.81 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7199" 5600256 1 3 3 0 1 1.1911 -0.7941 0.7703 -1.2354 -0.7708 -1.8925 -0.0964 -2.9317 -2.1007 0.2127 1 0 0 0 440.657 314.722 396.402 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7200" 5600256 1 1 0 5 0 -0.687 0.1935 0.7703 0.5393 -0.4463 0.1806 1.2426 0.6745 0.6259 -0.6576 0 150 200 50 547.99 473.427 525.755 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7201" 5600256 1 1 0 4 0 -1.8939 2.7249 -0.7823 0.8702 -0.4961 1.1793 1.7144 0.0596 1.314 1.0346 1 150 250 0 559.979 525.704 582.686 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7202" 5600256 1 2 1 6 0 -0.687 -0.6659 1.2327 2.6919 1.1392 1.1793 2.4682 1.5299 -0.7074 -0.6576 0 250 200 150 470.213 501.262 514.989 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7203" 5600256 1 1 2 3 1 -0.3799 0.6818 -0.7823 -0.2331 0.3668 -0.6853 0.017 -0.7964 -0.0348 -0.6576 2 150 200 50 386.504 365.208 427.422 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7204" 5600256 1 1 1 5 1 1.0944 -0.0939 0.2907 0.1834 -0.3069 -0.3792 0.5956 0.454 0.2485 1.0346 0 200 100 0 370.914 374.729 349.085 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7206" 5600256 1 3 2 5 0 -1.8939 0.052 0.7294 0.3673 -0.0753 1.1793 0.3928 1.1146 -0.1719 -1.1847 2 275 275 275 396.748 264.382 355.764 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7207" 5600256 1 1 1 4 0 -1.059 -0.0845 0.2907 -0.2054 0.0181 -0.9191 0.1362 -0.6561 -0.8065 -1.0657 2 150 200 50 519.213 475.838 537.218 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7208" 5600256 1 1 0 4 0 -0.687 0.3018 0.8615 0.3315 -1.8696 1.1793 1.0031 -0.594 1.314 1.0346 1 300 200 550 503.194 485.996 531.177 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7209" 5600256 1 1 3 6 1 -1.8939 -0.1562 -0.7823 0.3731 -1.8696 1.1793 1.05 0.9697 -0.2023 0.2169 0 90 135 0 620.446 539.443 522.567 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7210" 5600256 1 1 0 4 0 -0.2006 0.4458 -0.7823 0.3234 1.1392 1.1793 -0.4828 -0.2968 0.7628 1.0346 1 50 300 0 528.211 416.384 480.056 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7211" 5600256 0 3 3 1 0 1.8905 2.7249 -0.7823 -1.1894 -0.7708 -0.6853 -0.7792 -2.2878 1.314 0.6364 2 300 200 0 359.567 347.285 448.204 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7212" 5600256 1 1 1 4 0 1.0671 0.6818 0.8615 -0.3571 -0.7708 0.0477 0.0694 0.0194 -0.4707 -2.4468 0 250 200 0 509.638 445.974 474.382 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7213" 5600256 1 1 0 5 0 -0.687 0.2243 -0.7823 0.2593 0.4482 1.1793 -0.3175 0.4484 1.314 -0.6576 1 150 200 50 531.011 496.783 435.184 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7214" 5600256 1 1 0 5 1 -0.9295 0.0544 1.1625 1.0795 0.865 -0.6944 1.7144 -0.0331 1.314 -0.6576 0 330 330 330 336.446 336.606 381.476 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7215" 5600256 1 2 2 4 0 -1.8939 2.7249 -0.7823 -0.8491 -0.7708 -1.6618 0.1798 -1.1024 1.314 0.2127 1 50 600 0 377.178 442.588 431.718 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7218" 5600256 1 1 1 4 0 -1.8939 0.5082 0.2907 0.0954 -1.2782 -0.4903 0.4651 -0.4267 -0.9852 0.005 0 300 300 0 421.802 406.903 372.641 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7220" 5600256 1 1 0 5 0 -0.0845 0.3441 -0.7823 -0.342 -1.8696 -0.4903 0.1419 -0.451 1.314 1.0346 2 0 0 0 400.334 412.062 461.308 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7222" 5600256 1 1 0 4 1 -0.6133 0.3241 -0.7823 -0.4891 -0.893 -0.9779 -0.2307 -0.3263 1.314 -0.6576 1 150 200 50 523.674 412.421 482.85 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7224" 5600256 1 1 1 5 0 -0.4342 0.6678 -0.7823 0.1541 -0.4961 1.1793 0.3055 0.6334 1.314 0.2127 2 300 200 0 584.56 482.946 550.183 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7226" 5600256 1 1 1 4 0 -0.687 0.3018 -0.7823 0.0385 -1.2782 0.1806 0.5956 -0.3566 -1.1481 -0.6576 2 250 250 150 477.768 504.632 540.68 13 6.0396 -0.2376 0.3466 1.0435 0.8532
"7257" 5600258 1 1 0 4 0 0.3335 0.9517 0.2907 0.2153 -1.2782 1.1793 0.7077 -0.455 -0.2023 1.0346 0 200 200 150 603.127 525.91 638.525 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
"7258" 5600258 1 1 0 6 0 -0.687 0.6818 -0.7823 0.3731 0.311 0.0477 0.0461 1.0794 -0.1206 1.0346 0 250 200 300 721.482 625.095 615.254 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
"7259" 5600258 0 1 1 5 0 -0.3799 0.3241 -0.7823 0.3109 -0.893 1.1793 0.3597 0.5514 -0.3882 1.0346 0 200 200 150 582.313 637.605 544.494 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
"7260" 5600258 0 1 1 5 0 1.8905 -0.3184 0.7703 0.3915 -0.7097 1.1793 0.7964 0.7339 -0.7366 -1.1847 2 200 200 100 478.125 540.402 563.556 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
"7261" 5600258 0 1 0 4 0 -0.687 -0.3184 0.2907 -0.19 -1.8696 1.1793 0.2028 -0.8254 0.2148 0.6402 0 250 200 300 594.122 665.006 579.465 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
"7262" 5600258 0 1 0 4 0 -0.687 -0.0553 -0.7823 0.1409 0.8862 1.1793 -0.7853 -0.4579 -0.0037 1.0346 0 250 200 150 674.424 642.789 649.696 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
"7263" 5600258 0 1 0 6 0 0.4637 0.3018 -0.7823 0.2588 -0.4463 1.1793 0.3063 0.7698 0.7628 0.2169 0 0 0 0 447.207 519.744 457.127 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
"7264" 5600258 1 1 0 6 0 -0.6133 0.0348 0.2308 0.132 -1.8696 1.1793 0.5132 0.9133 -0.5778 -0.6576 0 250 200 300 569.819 499.117 549.389 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
"7265" 5600258 0 1 0 6 0 1.8905 -0.9855 -0.7823 0.8004 0.8862 1.1793 0.313 1.1962 0.2148 1.0346 0 250 200 300 581.303 532.12 561.544 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
"7266" 5600258 1 1 1 6 0 -0.2006 -0.6693 1.1625 0.3416 -0.229 -0.1357 0.4078 0.9041 0.039 1.0346 0 250 200 150 654.597 632.975 689.406 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
"7267" 5600258 1 1 0 6 0 0.5949 -0.5136 -0.7823 -0.031 -1.8696 -0.5813 0.8788 0.5281 -1.7418 0.2127 0 200 200 150 534.093 474.968 472.158 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
"7268" 5600258 1 1 1 6 0 -1.4869 0.1008 -0.7823 1.0203 0.8862 1.1793 0.8788 1.0776 -1.3583 0.6364 0 200 250 0 588.5 483.851 547.786 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
"7269" 5600258 0 1 1 5 0 -0.862 0.6818 -0.7823 0.5698 0.4984 -0.4903 0.3647 0.2083 -0.9422 0.6402 1 250 200 150 603.184 583.406 597.658 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
"7271" 5600258 0 1 1 6 0 1.1911 0.6818 -0.7823 0.953 0.171 1.1793 1.9779 1.1772 -0.3584 1.0346 1 250 200 150 602.943 627.821 629.033 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
"7272" 5600258 1 1 0 3 0 -1.8939 -0.4217 0.2308 0.8325 1.1392 1.1793 0.5185 -0.2944 -0.2023 -1.3914 0 50 300 0 474.284 497.007 450.113 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
"7273" 5600258 0 1 1 5 0 -0.2006 -0.3184 -0.7823 0.2524 -0.2704 0.0477 0.6771 0.0739 -1.2781 -0.6576 0 250 200 150 556.701 578.518 572.952 18 1.8182 -0.6844 -0.1776 -0.5176 0.1104
