"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "private"
"3216" 4000144 1 1 0 3 0 -1.8939 0.6818 -0.7823 -0.3428 0.2148 1.0346 200 100 300 535.915 551.868 562.118 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3217" 4000144 1 1 0 5 0 -1.059 0.0963 -0.7823 0.5927 0.7628 1.0346 200 100 150 468.621 377.214 382.141 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3220" 4000144 1 1 0 3 0 -0.4342 0.9517 -0.7823 -0.4903 0.7628 0.3622 200 100 150 446.685 436.196 506.401 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3223" 4000144 1 1 0 3 0 -1.8939 0.4951 -0.7823 -0.538 -0.5575 0.3622 200 100 800 493.472 480.313 528.042 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3224" 4000144 0 1 0 5 0 0.3335 -0.2943 -0.7823 0.3174 -2.7106 -0.9167 200 100 300 608.819 619.248 622.971 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3225" 4000144 1 1 0 5 0 -1.8939 0.3018 -0.7823 0.1746 -0.4377 -0.6439 200 200 300 511.423 481.364 539.027 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3227" 4000144 1 1 0 3 0 0.4637 -0.6693 0.2907 0.4964 -0.1605 0.3586 200 200 1250 597.17 521.006 571.822 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3228" 4000144 1 1 0 3 0 0.8794 -0.224 -0.7823 -0.47 -1.415 1.0346 200 100 250 496.885 514.324 460.158 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3229" 4000144 1 1 0 3 0 -0.4342 0.3241 -0.7823 -0.362 -0.4707 -1.3939 300 100 300 537.224 501.594 478.204 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3230" 4000144 1 2 3 2 0 -1.4242 1.4903 -0.7823 -1.4789 0.2048 1.0346 300 200 200 467.45 521.251 444.976 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3231" 4000144 1 1 0 5 0 1.1422 0.9517 -0.7823 -0.1891 0.7628 1.0346 200 100 300 463.28 479.127 470.451 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3232" 4000144 1 1 0 3 0 -0.7592 0.6818 -0.7823 -0.7734 0.385 1.0346 200 200 200 443.561 424.804 439.682 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3233" 4000144 1 1 0 6 1 -1.8939 -0.7564 -0.7823 1.0455 1.314 -1.8649 250 100 0 481.239 504.242 514.035 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3234" 4000144 1 1 0 4 0 -1.4869 0.6738 -0.7823 -0.5423 -0.2023 0.3622 200 100 100 500.898 449.886 445.607 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3236" 4000144 1 2 3 3 0 -1.4869 -1.1071 2.07 -0.1858 0.7015 1.0346 200 200 200 429.036 439.585 458.615 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3239" 4000144 1 1 0 5 0 1.8905 0.3018 0.8233 0.0354 -2.7106 -1.3914 200 150 400 591.055 526.161 569.562 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3240" 4000144 0 1 0 3 0 -0.1748 0.481 1.7926 0.0889 1.314 1.0346 400 150 400 488.253 531.138 488.731 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3241" 4000144 0 1 0 5 0 -1.1597 0.0348 -0.7823 0.8474 1.314 -0.6576 220 110 110 500.684 471.918 448.902 18 0.8339 -0.0562 2.8094 0.7985 "missing"
"3242" 4000145 0 1 0 6 0 -1.1597 0.9683 -0.7823 1.4522 1.314 1.0346 150 150 200 598.028 620.113 631.571 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3243" 4000145 0 1 0 3 0 -1.0109 0.9423 -0.7823 -0.8024 0.2485 -1.3914 200 150 350 579.208 628.438 655.841 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3244" 4000145 1 3 2 6 0 0.4637 -0.8282 0.2907 0.4364 0.0703 1.0346 150 150 200 644.821 575.215 611.378 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3245" 4000145 1 1 0 6 0 -0.687 1.4685 0.7703 1.6069 -0.9734 1.0346 150 150 300 683.263 598.379 594.283 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3246" 4000145 0 1 0 6 0 1.3423 0.3018 -0.7823 1.3771 -2.0248 1.0346 150 150 250 652.005 706.013 669.899 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3247" 4000145 0 1 0 6 0 1.8905 -1.0523 0.2907 1.7525 -2.7106 1.0346 150 150 250 588.094 565.639 494.515 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3248" 4000145 1 1 0 6 0 -0.687 2.7249 -0.7823 1.3853 -0.1719 -2.4468 150 150 500 641.751 618.097 645.254 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3251" 4000145 1 1 0 6 0 1.8905 -1.186 1.7669 1.6432 -0.4377 -1.0624 150 150 300 628.486 604.489 566.258 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3252" 4000145 1 1 0 6 0 0.052 -0.7331 1.5346 1.1932 -0.2023 -0.6576 150 150 100 652.672 697.741 624.437 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3253" 4000145 0 1 0 6 0 1.8905 -0.9747 0.2907 1.3566 1.314 -0.6576 200 150 250 594.192 632.504 583.208 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3254" 4000145 1 2 3 6 0 -1.8939 2.7249 -0.7823 1.0777 -0.3673 1.0346 150 150 200 697.597 730.798 730.608 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3255" 4000145 0 1 0 6 0 -1.4869 2.7249 -0.7823 1.1034 -1.415 0.6364 150 150 200 614.717 596.642 583.775 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3256" 4000145 0 1 0 6 0 -0.0845 0.1731 -0.7823 1.1249 -0.9867 0.6402 150 150 250 577.479 659.802 638.802 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3257" 4000145 1 1 0 6 0 0.4637 2.7249 -0.7823 1.4793 0.7015 1.0346 150 150 500 544.483 463.217 498.022 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3258" 4000145 1 3 0 6 0 -0.9823 0.6818 0.2907 0.7047 -0.3882 0.3622 200 150 250 637.043 579.069 679.852 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3259" 4000145 0 1 0 6 0 0.052 -0.3138 -0.7823 0.473 -0.4795 1.0346 150 150 350 681.739 634.665 619.455 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3261" 4000145 1 1 0 6 0 -0.2459 0.4458 0.7703 1.2871 0.7015 1.0346 200 200 250 682.449 658.655 649.546 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3262" 4000145 1 1 0 6 0 0.3335 -0.0845 0.7703 1.3803 -0.5488 0.6402 150 150 100 686 665.577 680.99 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3264" 4000145 0 1 0 6 0 -0.0288 2.7249 1.1928 1.1676 -0.9306 1.0346 200 150 300 627.034 592.539 604.733 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3265" 4000145 0 1 0 6 0 0.052 1.4903 -0.7823 1.2882 1.314 0.6364 150 150 250 581.742 541.458 535.208 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3267" 4000145 0 1 0 6 0 1.3423 -0.8548 0.2907 1.9962 -0.7074 1.0346 150 150 300 682.222 663.105 650.317 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3268" 4000145 0 1 0 6 0 -0.3009 0.9517 -0.7823 1.3211 -0.1206 1.0346 150 150 350 637.307 640.775 562.775 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3269" 4000145 0 1 0 6 0 -0.7592 1.4326 -0.7823 1.4085 0.4394 1.0346 150 150 350 609.053 529.898 517.79 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3270" 4000145 1 1 0 6 0 0.3335 -0.0553 -0.7823 1.4318 -2.0248 0.3622 150 150 300 564.14 613.164 576.17 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3271" 4000145 1 1 0 6 0 -5e-04 0.6246 -0.7823 0.9467 1.314 -1.4837 200 150 250 716.916 734.815 713.405 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3272" 4000145 0 1 0 3 0 -1.4869 0.9517 -0.7823 -0.4893 -0.2023 -0.6576 150 150 350 666.157 622.872 651.72 28 -0.2723 0.6847 -0.1348 0.6101 "missing"
"3274" 4000146 0 1 0 5 0 1.8905 -0.7752 0.7703 -0.7613 0.7628 -0.6576 240 240 240 381.124 372.744 350.972 13 -1.4212 0.3463 0.4147 -0.5614 "missing"
"3275" 4000146 1 2 2 5 1 -1.4242 2.7249 -0.7823 0.1032 0.2148 0.6364 200 200 100 368.43 317.265 380.497 13 -1.4212 0.3463 0.4147 -0.5614 "missing"
"3278" 4000147 0 3 2 3 1 -5e-04 -0.5002 0.7841 -1.2707 0.7628 -0.67 440 440 330 383.758 335.585 347.576 23 0.4997 -0.7658 1.1568 -0.8267 "missing"
"3282" 4000147 0 3 0 6 0 -0.9823 0.7289 -0.7823 0.6036 1.314 0.3586 220 220 220 361.36 404.545 313.262 23 0.4997 -0.7658 1.1568 -0.8267 "missing"
"3285" 4000148 0 1 0 3 0 -0.2006 0.9423 -0.7823 -0.5038 -1.5925 1.0346 100 200 500 582.306 527.94 532.79 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3286" 4000148 1 1 0 4 0 0.7405 -1.3298 0.8233 -1.7365 -0.1512 1.0346 100 200 400 451.755 417.312 451.145 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3287" 4000148 0 1 0 3 0 -0.13 0.9423 1.8633 -0.6103 -0.5778 -1.3914 100 150 250 494.487 556.463 564.571 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3288" 4000148 0 1 0 3 0 -0.687 0.9264 -0.7823 -0.0821 -0.5 1.0346 100 100 400 717.086 613.096 584.328 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3290" 4000148 1 2 0 6 0 -1.109 -0.0649 -0.7823 -0.2064 0.4522 1.0346 100 200 350 520.144 482.601 532.473 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3291" 4000148 1 1 0 5 0 1.8905 -0.6913 2.0987 1.0159 -1.6916 0.3622 100 100 600 548.297 566.146 613.134 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3292" 4000148 1 1 0 4 1 -0.9295 -1.7178 0.2907 -0.1158 -1.8358 -1.5824 100 200 450 574.575 535.124 535.534 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3293" 4000148 0 1 0 6 0 -0.7592 2.7249 -0.7823 1.062 0.6259 0.2127 100 100 400 585.195 575.93 524.755 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3294" 4000148 0 1 0 4 0 1.8905 1.4326 1.2618 0.3965 -2.1621 -1.1847 100 100 400 550.497 590.532 619.611 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3297" 4000148 1 1 0 5 0 -0.4342 -0.2336 0.2907 0.2856 -1.3684 -1.3964 100 200 450 523.509 481.528 564.787 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3298" 4000148 0 1 0 5 0 1.8905 -0.5707 2.0604 0.2091 -1.2781 1.0346 100 200 400 535.378 506.998 448.082 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3299" 4000148 1 1 0 6 0 -1.8939 -0.9575 0.2907 1.1088 -0.9734 -1.0657 110 110 440 532.824 514.805 550.962 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3300" 4000148 1 1 0 6 0 1.8905 0.2508 -0.7823 0.5568 1.314 0.2127 110 220 550 555.945 607.898 584.658 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3301" 4000148 0 1 0 4 0 0.052 1.4326 -0.7823 -0.212 0.2485 1.0346 100 100 350 569.347 628.719 595.118 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3302" 4000148 0 1 0 6 0 1.4083 -0.4415 -0.7823 1.0965 -0.013 0.2127 100 100 350 546.316 599.575 605.854 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3303" 4000148 1 1 0 5 0 -0.1748 0.9423 -0.7823 0.793 -0.3971 1.0346 100 100 250 596.147 711.142 679.339 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3304" 4000148 1 1 0 6 0 -0.9295 -0.5415 -0.7823 1.1072 -0.4576 1.0346 100 100 350 582.415 499.057 510.629 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3305" 4000148 0 1 0 6 0 0.1097 0.3018 -0.7823 1.2141 -1.1481 0.6364 100 100 550 547.284 588.921 590.747 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3306" 4000148 1 1 0 3 0 -1.1597 2.7249 -0.7823 0.641 1.314 1.0346 100 100 250 603.35 596.379 648.075 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3307" 4000148 0 1 0 4 0 -0.5722 0.4458 1.2618 -0.2214 -1.3245 0.2127 100 100 300 552.901 593.49 588.649 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3308" 4000148 1 1 0 6 0 -1.4869 2.7249 -0.7823 1.0382 0.7015 1.0346 100 100 350 569.469 557.371 575.975 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3309" 4000148 1 1 0 3 0 1.8905 -0.1562 0.8615 -0.443 -0.9734 -1.1847 100 100 600 564.48 575.142 577.994 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3310" 4000148 1 2 3 4 0 -0.687 -0.3184 -0.7823 -0.8005 -0.9852 -1.4861 110 110 275 509.636 605.129 560.006 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3311" 4000148 1 1 0 6 0 -0.3799 -0.6464 0.2907 0.5384 -0.2023 1.0346 100 200 500 563.469 480.233 496.695 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3312" 4000148 0 1 0 4 0 1.8905 -0.4509 0.8615 -0.2425 -2.7106 1.0346 100 150 500 551.813 553.741 477.687 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3313" 4000148 0 1 0 6 0 -1.8939 0.9423 -0.7823 1.2724 -0.7769 1.0346 100 100 450 514.264 534.65 507.202 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3314" 4000148 1 1 0 5 0 1.4083 2.7249 0.2907 1.1656 -0.7366 1.0346 100 150 450 595.154 580.445 536.772 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3315" 4000148 0 1 0 5 0 0.3335 -0.536 -0.7823 -0.2192 -0.0771 1.0346 120 240 600 509.347 528.888 502.547 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3316" 4000148 1 1 0 6 0 -0.7592 2.7249 0.2907 1.0323 -0.3971 -0.6576 100 100 600 657.322 690.783 668.9 28 1.2478 1.1642 1.0091 0.3085 "missing"
"3317" 4000149 1 1 0 5 0 -0.687 -0.5665 1.5082 0.4916 -0.2023 -0.6576 150 150 500 473.138 479.526 511.482 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3318" 4000149 1 1 0 5 0 -0.687 2.7249 -0.7823 -0.3896 -0.5488 0.6364 165 165 275 554.413 504.785 491.597 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3319" 4000149 1 1 0 6 1 -0.4342 -0.6913 3.8591 1.3544 -2.1007 1.0346 250 250 250 430.436 422.529 491.611 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3321" 4000149 1 1 0 5 0 -1.8939 0.2863 0.7703 -0.655 0.2485 -1.6711 150 150 50 450.425 477.729 421.356 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3322" 4000149 1 1 0 3 0 -1.8939 -1.9022 -0.7823 -0.4621 1.314 1.0346 150 150 400 530.106 512.296 491.121 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3323" 4000149 0 1 0 5 0 -0.4342 0.6818 -0.7823 0.2766 -0.1298 -0.6576 150 150 100 543.774 499.345 465.425 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3324" 4000149 0 1 0 3 0 1.8905 0.6818 -0.7823 -0.6183 1.314 1.0346 150 150 100 489.434 474.457 472.238 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3325" 4000149 1 1 0 5 0 -0.687 0.3057 -0.7823 0.0297 0.2485 0.6364 150 150 50 546.321 451.572 500.744 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3326" 4000149 0 1 0 5 0 -0.687 -2.4438 0.8615 0.3643 -2.1621 1.0346 200 150 250 528.248 545.648 552.828 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3327" 4000149 1 1 0 3 0 -1.8939 2.7249 -0.7823 -0.5957 -0.4377 -2.4468 150 150 750 450.949 382.147 380.754 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3328" 4000149 1 1 0 3 0 -1.8939 0.1889 0.8233 -1.5519 -0.2327 1.0346 165 165 110 506.727 442.201 438.546 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3329" 4000149 1 1 0 3 0 -0.9295 -1.186 1.1625 -1.1953 -1.1481 -0.6576 150 150 100 429.999 370.411 409.788 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3330" 4000149 1 1 0 3 1 -1.8939 2.7562 0.2907 0.0575 -0.5 1.0346 150 150 50 418.59 380.843 376.077 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3331" 4000149 1 1 0 3 0 1.8905 -0.5635 1.2327 -0.8936 -0.2327 -0.6576 150 150 200 513.611 534.979 523.545 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3332" 4000149 1 1 0 5 0 -0.687 0.1889 -0.7823 0.0177 -1.1481 -2.4468 180 180 60 441.238 372.883 417.518 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3333" 4000149 1 1 0 3 0 -1.8939 -1.435 -0.7823 -0.5268 1.314 -0.6576 200 200 50 439.957 343.737 363.375 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3334" 4000149 1 1 0 3 0 0.1097 -0.7006 0.8233 -0.911 -0.2023 -1.5847 150 150 300 412 398.444 386.972 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3335" 4000149 1 1 0 3 0 -1.2792 0.6818 -0.7823 -1.0191 -0.2023 -1.3939 150 150 50 568.604 488.407 513.725 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3336" 4000149 0 1 0 3 0 0.052 -0.0553 0.8615 -0.244 -0.3172 1.0346 150 150 50 421.925 424.372 432.709 23 0.8039 -0.6465 0.1795 -1.2356 "missing"
"3337" 4000150 1 1 0 5 0 -1.4869 -0.5635 -0.7823 0.9046 -1.1481 -0.6576 220 110 220 509.327 488.055 532.129 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3339" 4000150 1 1 0 4 0 -1.8939 2.7249 -0.7823 -0.8457 0.7628 1.0346 300 100 0 611.311 542.949 521.734 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3340" 4000150 1 1 0 6 0 -0.7592 1.4903 -0.7823 1.6408 1.314 1.0346 400 150 150 512.77 465.747 522.41 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3341" 4000150 1 2 3 6 0 -1.4242 0.0564 -0.7823 -0.2487 -2.7106 -0.0017 200 100 50 446.089 373.343 363.811 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3344" 4000150 1 1 0 4 0 -0.7592 -0.0553 -0.7823 -0.4375 -0.3673 -1.1847 300 150 0 536.499 463.79 456.548 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3346" 4000150 1 1 0 3 0 -1.1597 1.4903 1.5436 -0.4327 0.0838 -1.5824 200 100 300 525.834 409.54 480.259 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3349" 4000150 1 1 0 4 0 1.1911 -0.8245 0.8615 -0.5082 0.4394 0.3622 180 180 180 551.984 471.596 514.718 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3350" 4000150 1 1 0 3 0 -0.687 -0.3184 -0.7823 -0.8445 0.6259 1.0346 200 200 0 547.164 433.191 467.152 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3353" 4000150 1 1 0 5 0 1.8905 -0.5881 -0.7823 0.0816 1.314 1.0346 300 150 0 420.754 396.278 402.474 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3355" 4000150 1 1 0 5 0 -0.3498 1.4685 0.8233 0.8784 -0.3971 0.6402 200 100 200 467.582 495.402 440.083 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3357" 4000150 1 1 0 6 0 1.0109 2.7249 -0.7823 0.5419 -0.2023 -0.67 805 575 575 482.093 436.841 455.646 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3358" 4000150 1 1 0 6 0 -0.687 -0.8395 -0.7823 0.7977 -0.3673 -0.6576 200 100 100 551.24 474.254 482.836 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3359" 4000150 1 1 0 3 0 -1.8939 1.4903 -0.7823 -0.5321 0.4394 1.0346 200 200 300 538.088 527.591 485.499 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3361" 4000150 1 1 0 5 0 -0.687 2.7249 -0.7823 0.2742 0.4522 0.6364 220 220 0 509.863 444.965 426.796 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3362" 4000150 1 1 0 3 0 -0.1748 1.4685 -0.7823 -0.7874 0.2485 1.0346 300 300 0 538.117 542.99 571.75 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3365" 4000150 1 1 0 3 0 1.3423 0.8801 0.2907 -1.1584 -0.1605 0.2169 300 100 0 463.425 370.957 442.031 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3366" 4000150 1 1 0 5 0 -0.687 -1.1206 1.4721 0.9686 -1.555 0.2127 200 100 100 477.279 470.324 470.979 18 -1.4212 -1.8617 -1.3196 -2.0409 "missing"
"3370" 4000151 1 1 0 5 0 -1.059 1.4903 0.2907 0.2314 -2.7106 1.0346 200 150 500 533.446 422.895 476.562 13 1.2478 0.2408 -1.1401 0.9028 "missing"
"3374" 4000152 1 2 2 6 1 -0.13 -0.672 0.1462 0.5956 -1.1965 -0.6576 180 180 90 494.578 397.709 331.764 13 1.9184 0.3531 0.4282 -2.0409 "missing"
"3377" 4000153 1 1 0 4 0 -0.3288 0.3018 1.1625 -0.4985 -1.1481 -1.3939 80 40 120 612.344 464.619 503.059 18 -0.2692 -0.3872 0.0921 0.5642 "missing"
"3382" 4000153 1 2 2 3 0 -0.9598 0.2159 -0.7823 -1.0729 -1.4974 0.0181 150 150 100 578.287 533.799 525.481 18 -0.2692 -0.3872 0.0921 0.5642 "missing"
"3384" 4000153 1 1 0 3 0 0.8207 -0.6913 1.1928 0.0477 0.039 0.6364 150 100 300 544.558 500.269 498.653 18 -0.2692 -0.3872 0.0921 0.5642 "missing"
"3385" 4000153 1 1 0 3 1 -0.9823 0.0716 0.2907 -0.1468 -0.3673 0.005 150 150 300 456.794 451.368 521.619 18 -0.2692 -0.3872 0.0921 0.5642 "missing"
"3386" 4000153 1 1 0 3 0 -0.3009 -1.358 0.2907 -0.6192 1.314 1.0346 150 100 100 539.149 460.512 493.165 18 -0.2692 -0.3872 0.0921 0.5642 "missing"
"3390" 4000153 1 2 0 6 0 -0.2006 -0.6913 -0.7823 -0.0476 0.3485 -0.6576 150 100 100 494.359 459.399 529.705 18 -0.2692 -0.3872 0.0921 0.5642 "missing"
"3394" 4000153 1 1 0 5 1 -0.13 0.4503 0.2907 -0.0271 -1.0185 1.0346 200 150 150 581.046 503.302 565.957 18 -0.2692 -0.3872 0.0921 0.5642 "missing"
"3395" 4000153 1 1 0 5 1 -0.2006 -0.1843 0.2907 0.1947 -0.8998 -0.6576 165 165 220 575.687 533.837 576.611 18 -0.2692 -0.3872 0.0921 0.5642 "missing"
"3398" 4000153 1 1 0 3 0 -1.8939 2.7249 0.2907 -0.0825 1.314 1.0346 150 100 150 568.001 542.719 522.83 18 -0.2692 -0.3872 0.0921 0.5642 "missing"
"3399" 4000153 1 2 3 6 1 -1.4869 0.6738 -0.7823 -0.516 -0.3082 1.0346 150 150 150 461.285 483.734 503.163 18 -0.2692 -0.3872 0.0921 0.5642 "missing"
"3401" 4000153 0 1 0 3 0 1.8905 -0.8603 -0.7823 -0.5946 0.7628 0.3622 150 100 750 607.327 617.5 607.062 18 -0.2692 -0.3872 0.0921 0.5642 "missing"
"3404" 4000153 1 1 0 3 0 -0.9823 1.4685 -0.7823 -0.2553 0.7015 1.0346 150 100 250 591.881 526.21 597.514 18 -0.2692 -0.3872 0.0921 0.5642 "missing"
"3406" 4000153 1 1 0 4 0 -0.9823 -2.0711 0.2907 -0.613 0.6259 1.0346 150 100 200 595.072 551.226 598.305 18 -0.2692 -0.3872 0.0921 0.5642 "missing"
"3407" 4000153 1 1 0 3 0 -0.1748 1.4326 0.2907 -0.2211 -0.2023 1.0346 150 150 150 492.38 479.007 484.979 18 -0.2692 -0.3872 0.0921 0.5642 "missing"
"3408" 4000153 1 2 0 3 0 1.8905 0.0441 1.2618 -0.7188 0.2148 1.0346 150 100 100 583.175 478.359 534.388 18 -0.2692 -0.3872 0.0921 0.5642 "missing"
"3442" 4000155 0 1 0 6 0 -1.8939 0.9303 0.7703 1.6612 -1.415 1.0346 150 150 200 602.063 650.7 564.553 28 -1.4212 -1.0918 -0.4097 0.5276 "missing"
"3443" 4000155 1 1 0 6 0 -0.687 0.9423 0.2907 1.0316 0.7628 0.2127 150 150 250 610.618 625.223 639.946 28 -1.4212 -1.0918 -0.4097 0.5276 "missing"
"3444" 4000155 1 1 0 6 0 -0.9295 0.3018 -0.7823 1.6791 -0.9734 1.0346 150 150 350 551.338 478.356 541.276 28 -1.4212 -1.0918 -0.4097 0.5276 "missing"
"3445" 4000155 0 1 0 6 0 -1.8939 2.7249 -0.7823 0.8415 -0.7366 1.0346 150 150 450 676.987 576.433 640.948 28 -1.4212 -1.0918 -0.4097 0.5276 "missing"
"3446" 4000155 0 1 0 6 0 -1.8939 0.9517 -0.7823 0.8102 -1.1481 1.0346 150 150 100 474.909 528.605 492.545 28 -1.4212 -1.0918 -0.4097 0.5276 "missing"
"3447" 4000155 1 1 0 6 0 -1.059 1.4326 1.2618 0.6322 0.1274 1.0346 150 150 250 613.743 613.165 640.996 28 -1.4212 -1.0918 -0.4097 0.5276 "missing"
"3448" 4000155 1 2 0 3 1 -0.687 0.3018 -0.7823 -0.2571 -0.9734 -0.6576 165 165 110 575.516 517.93 567.751 28 -1.4212 -1.0918 -0.4097 0.5276 "missing"
"3449" 4000155 0 1 0 6 0 -0.2006 0.0348 0.1462 0.9297 -1.1481 -0.6576 150 150 250 616.995 605.777 589.779 28 -1.4212 -1.0918 -0.4097 0.5276 "missing"
"3450" 4000155 1 1 0 6 0 0.4637 1.4326 -0.7823 1.695 -2.7106 1.0346 150 150 400 667.853 656.475 693.998 28 -1.4212 -1.0918 -0.4097 0.5276 "missing"
"3451" 4000155 0 1 0 6 0 -0.5722 0.9423 -0.7823 1.6158 1.314 1.0346 150 150 250 600.649 591.759 605.139 28 -1.4212 -1.0918 -0.4097 0.5276 "missing"
"3452" 4000155 1 1 0 6 0 0.052 0.5166 -0.7823 1.4651 0.7015 0.6402 150 150 250 572.744 569.232 569.729 28 -1.4212 -1.0918 -0.4097 0.5276 "missing"
